Age,Balance,NumOfProducts,Exited,ChurnRiskScore,RiskCategory
41,0.0,2,0,0.5,Low Risk
34,0.0,2,0,0.0,
31,108632.48,1,1,60.5,Medium Risk
59,153861.1,1,0,4.5,Low Risk
56,100374.58,1,1,94.5,High Risk
32,0.0,2,0,0.0,
47,61196.54,1,0,59.5,Medium Risk
31,116891.72,1,0,5.0,Low Risk
54,133656.91,3,1,98.5,High Risk
44,92911.52,1,0,22.0,Low Risk
31,119825.75,2,0,1.0,Low Risk
37,111852.84,2,0,3.0,Low Risk
32,106683.52,2,0,9.0,Low Risk
40,139022.24,1,0,46.0,Medium Risk
40,148571.07,1,1,76.5,High Risk
52,0.0,1,0,25.0,Low Risk
42,129776.72,2,0,14.499999999999998,Low Risk
46,0.0,1,1,90.0,High Risk
46,0.0,2,0,2.0,Low Risk
24,0.0,1,0,8.0,Low Risk
37,0.0,2,0,0.0,
24,114739.92,1,1,65.0,Medium Risk
41,122545.65,2,0,9.0,Low Risk
37,0.0,2,0,0.0,
26,131908.35,1,0,2.0,Low Risk
42,105722.69,1,1,73.5,High Risk
33,0.0,2,0,0.0,
44,0.0,3,1,89.5,High Risk
40,0.0,2,0,4.5,Low Risk
18,82767.42,1,0,11.5,Low Risk
42,87842.98,1,0,21.0,Low Risk
39,133261.13,1,0,1.5,Low Risk
32,0.0,2,0,0.5,Low Risk
41,97925.11,1,0,7.5,Low Risk
52,0.0,1,0,8.5,Low Risk
24,140453.91,1,0,2.5,Low Risk
20,117356.19,1,1,75.0,High Risk
36,0.0,2,0,0.0,
37,137204.77,1,0,4.5,Low Risk
41,0.0,2,0,8.5,Low Risk
35,0.0,1,1,43.0,Medium Risk
36,54098.18,2,0,4.0,Low Risk
31,0.0,1,0,3.5000000000000004,Low Risk
23,113758.48,2,0,4.0,Low Risk
34,0.0,1,0,8.0,Low Risk
37,118636.92,1,0,2.0,Low Risk
34,0.0,2,0,0.0,
44,95488.82,2,0,13.5,Low Risk
30,110829.52,2,0,1.5,Low Risk
51,144244.59,2,0,13.0,Low Risk
31,122021.92,2,0,4.0,Low Risk
30,0.0,2,0,0.0,
50,0.0,4,1,76.0,High Risk
22,0.0,2,0,0.0,
42,85839.62,1,0,11.5,Low Risk
29,96974.97,1,0,2.5,Low Risk
35,148172.44,1,0,2.5,Low Risk
38,0.0,1,0,33.0,Low Risk
40,0.0,2,0,1.5,Low Risk
49,0.0,1,0,32.0,Low Risk
30,0.0,2,0,0.5,Low Risk
28,134766.85,1,0,3.5000000000000004,Low Risk
30,123210.56,2,0,1.5,Low Risk
47,139887.01,1,0,5.5,Low Risk
44,149961.11,1,0,13.0,Low Risk
45,152880.97,1,0,21.0,Low Risk
43,108589.47,2,0,9.5,Low Risk
33,0.0,1,0,7.5,Low Risk
35,56674.48,1,1,71.0,High Risk
32,0.0,1,0,8.0,Low Risk
57,0.0,2,0,9.5,Low Risk
33,105663.56,2,0,7.5,Low Risk
39,0.0,2,0,5.0,Low Risk
30,100683.54,1,0,21.0,Low Risk
42,0.0,2,0,0.0,
29,139541.58,2,0,5.5,Low Risk
37,121801.72,2,0,4.0,Low Risk
38,112281.7,1,0,10.0,Low Risk
36,0.0,2,0,0.5,Low Risk
40,93499.82,2,0,12.5,Low Risk
33,132255.99,2,0,6.0,Low Risk
20,0.0,2,0,1.5,Low Risk
44,0.0,2,0,5.5,Low Risk
49,121973.28,1,0,20.0,Low Risk
32,99462.8,2,0,2.0,Low Risk
21,165878.76,2,0,2.0,Low Risk
30,117494.27,1,0,3.5000000000000004,Low Risk
29,138577.34,1,0,10.0,Low Risk
39,0.0,1,0,6.0,Low Risk
41,107525.07,1,0,8.0,Low Risk
23,139224.92,2,0,3.0,Low Risk
42,121453.63,1,0,3.0,Low Risk
25,0.0,2,0,0.5,Low Risk
54,77354.37,1,1,91.5,High Risk
40,0.0,1,0,15.5,Low Risk
39,79259.99,1,0,28.000000000000004,Low Risk
30,116295.29,1,0,0.5,Low Risk
59,0.0,1,1,86.5,High Risk
34,74309.81,1,0,9.0,Low Risk
34,152797.9,1,1,9.0,Low Risk
42,133701.07,2,1,61.5,Medium Risk
33,114430.18,2,0,2.0,Low Risk
29,127504.57,1,0,3.0,Low Risk
41,84113.41,1,0,6.0,Low Risk
23,101126.66,2,0,2.5,Low Risk
33,103564.83,2,0,2.0,Low Risk
52,0.0,1,1,85.5,High Risk
37,168178.21,2,0,4.0,Low Risk
39,143903.11,1,1,76.5,High Risk
30,129753.69,1,0,21.5,Low Risk
35,0.0,2,0,1.5,Low Risk
38,110641.18,1,1,63.5,Medium Risk
36,166909.2,2,1,63.0,Medium Risk
34,154139.45,1,0,0.5,Low Risk
38,97459.06,1,0,10.0,Low Risk
40,0.0,2,0,1.0,Low Risk
43,112088.04,2,0,12.0,Low Risk
34,0.0,2,0,0.0,
48,0.0,2,0,1.0,Low Risk
28,141038.57,2,0,6.0,Low Risk
39,84468.67,2,0,4.5,Low Risk
36,118520.26,1,1,66.0,Medium Risk
37,142663.46,1,0,1.0,Low Risk
27,118627.16,2,0,1.0,Low Risk
34,137523.02,1,0,4.0,Low Risk
28,110976.23,2,0,4.0,Low Risk
38,107283.4,1,0,6.5,Low Risk
38,0.0,2,0,0.0,
34,124314.45,1,0,3.5000000000000004,Low Risk
41,95858.37,1,0,4.0,Low Risk
36,0.0,2,0,2.0,Low Risk
33,0.0,2,0,0.0,
36,0.0,1,0,9.5,Low Risk
35,117707.18,2,1,62.0,Medium Risk
38,135289.33,2,0,1.5,Low Risk
36,174060.46,1,0,1.5,Low Risk
40,114446.84,2,0,5.5,Low Risk
37,0.0,2,1,63.0,Medium Risk
25,157848.53,1,1,6.0,Low Risk
43,0.0,1,0,15.5,Low Risk
37,0.0,2,0,0.0,
74,108071.36,2,0,7.5,Low Risk
35,14262.8,2,0,7.000000000000001,Low Risk
41,102749.72,1,0,9.0,Low Risk
36,161757.87,2,0,2.0,Low Risk
38,0.0,2,0,0.0,
35,95698.79,1,0,11.0,Low Risk
37,124969.13,1,0,2.0,Low Risk
44,93960.35,1,1,56.49999999999999,Medium Risk
51,88308.87,3,1,88.0,High Risk
39,0.0,2,0,7.5,Low Risk
59,0.0,2,0,4.0,Low Risk
30,112935.87,1,0,0.0,
24,98567.1,1,0,3.5000000000000004,Low Risk
26,180530.51,1,0,6.0,Low Risk
33,140931.57,1,0,1.5,Low Risk
31,148913.72,2,0,2.5,Low Risk
38,0.0,2,0,0.5,Low Risk
49,0.0,1,1,88.0,High Risk
41,0.0,2,0,0.5,Low Risk
50,115335.32,2,0,21.5,Low Risk
65,0.0,2,0,4.0,Low Risk
26,0.0,2,0,4.0,Low Risk
33,134678.13,1,0,14.000000000000002,Low Risk
38,0.0,2,0,0.0,
31,90547.48,2,0,3.0,Low Risk
32,103324.78,1,0,0.5,Low Risk
29,114590.58,1,0,2.5,Low Risk
36,91286.51,1,0,9.5,Low Risk
32,163340.12,2,0,1.5,Low Risk
45,150900.29,2,0,22.0,Low Risk
23,124577.33,1,0,2.0,Low Risk
35,0.0,2,0,0.5,Low Risk
31,91292.7,1,0,4.5,Low Risk
57,93716.72,1,1,74.5,High Risk
37,111723.08,1,0,2.0,Low Risk
45,110765.68,1,1,88.5,High Risk
25,173459.45,2,0,3.0,Low Risk
22,169649.73,2,1,58.5,Medium Risk
31,0.0,2,0,0.0,
45,116917.07,1,1,85.5,High Risk
37,0.0,2,0,0.0,
36,0.0,2,0,0.5,Low Risk
22,0.0,1,0,4.5,Low Risk
32,130627.66,1,1,73.0,High Risk
46,56580.95,2,0,16.5,Low Risk
38,142316.14,1,0,13.5,Low Risk
31,0.0,2,0,0.0,
56,152759.0,2,1,84.0,High Risk
39,109733.2,2,1,77.5,High Risk
54,117444.51,1,0,6.0,Low Risk
34,76001.57,1,0,6.0,Low Risk
34,107747.57,1,0,13.0,Low Risk
35,0.0,2,0,1.5,Low Risk
36,134997.49,2,0,3.0,Low Risk
48,0.0,2,0,0.5,Low Risk
36,0.0,1,1,72.5,High Risk
30,0.0,1,0,16.5,Low Risk
37,64345.21,1,1,69.0,Medium Risk
35,141665.63,1,0,14.000000000000002,Low Risk
29,0.0,2,0,0.0,
33,136624.6,2,0,5.5,Low Risk
52,161209.66,1,0,17.0,Low Risk
38,95010.92,1,0,1.0,Low Risk
41,167545.32,1,0,34.5,Low Risk
36,109044.6,1,1,17.0,Low Risk
47,122031.55,1,1,73.5,High Risk
29,27755.97,1,1,74.5,High Risk
29,118560.55,1,0,4.0,Low Risk
61,0.0,2,0,2.5,Low Risk
34,0.0,2,0,0.5,Low Risk
28,97840.72,1,0,7.000000000000001,Low Risk
38,158651.29,2,0,3.5000000000000004,Low Risk
44,175303.06,1,1,54.50000000000001,Medium Risk
25,96950.21,1,0,0.5,Low Risk
45,123859.6,1,0,5.0,Low Risk
32,0.0,2,0,1.5,Low Risk
70,0.0,1,0,5.0,Low Risk
33,85227.84,1,0,3.0,Low Risk
36,97786.08,2,0,1.0,Low Risk
33,128135.99,1,0,5.0,Low Risk
33,0.0,2,0,0.0,
36,85996.19,1,0,7.5,Low Risk
50,0.0,2,0,11.5,Low Risk
39,104502.11,1,0,22.0,Low Risk
35,95772.97,1,0,3.5000000000000004,Low Risk
31,98108.79,1,0,2.0,Low Risk
39,131607.28,4,1,92.5,High Risk
55,63127.41,2,1,79.5,High Risk
35,0.0,2,0,0.5,Low Risk
31,0.0,1,0,6.5,Low Risk
36,140355.56,2,0,3.5000000000000004,Low Risk
36,0.0,2,0,0.0,
30,0.0,2,0,2.5,Low Risk
24,107418.27,1,0,7.000000000000001,Low Risk
35,0.0,2,0,4.0,Low Risk
32,0.0,2,0,0.5,Low Risk
39,167557.12,1,0,0.5,Low Risk
34,117300.02,1,0,1.5,Low Risk
60,0.0,2,0,4.0,Low Risk
23,143672.9,1,0,11.5,Low Risk
33,0.0,2,0,0.0,
37,0.0,2,0,1.0,Low Risk
31,76798.92,1,0,10.0,Low Risk
34,0.0,2,0,0.0,
49,115309.75,1,0,18.5,Low Risk
29,178171.04,2,0,3.0,Low Risk
38,0.0,2,0,2.5,Low Risk
37,0.0,2,0,0.0,
45,127258.79,1,1,37.0,Low Risk
30,0.0,1,0,10.5,Low Risk
33,0.0,1,0,0.5,Low Risk
67,0.0,2,0,1.0,Low Risk
33,0.0,1,0,5.0,Low Risk
36,0.0,2,0,0.0,
69,107569.96,1,0,7.5,Low Risk
20,134874.4,1,0,8.5,Low Risk
29,0.0,2,0,1.0,Low Risk
67,0.0,2,0,1.5,Low Risk
48,0.0,2,0,0.0,
32,0.0,2,0,1.0,Low Risk
42,70105.87,1,0,11.5,Low Risk
41,0.0,2,0,1.5,Low Risk
29,78939.15,1,1,63.0,Medium Risk
30,105128.85,2,0,1.5,Low Risk
31,113836.27,1,0,5.5,Low Risk
25,0.0,1,0,10.5,Low Risk
48,100900.5,1,1,93.5,High Risk
40,129248.11,2,1,69.5,Medium Risk
28,109118.05,2,0,1.5,Low Risk
56,0.0,1,1,34.5,Low Risk
31,0.0,2,0,0.5,Low Risk
35,126397.66,1,1,69.5,Medium Risk
36,108546.16,3,1,98.5,High Risk
36,148061.89,1,1,9.5,Low Risk
44,122277.87,1,0,24.5,Low Risk
24,0.0,2,0,2.0,Low Risk
31,0.0,2,0,1.0,Low Risk
36,152899.24,2,0,2.0,Low Risk
54,134388.11,1,1,92.0,High Risk
40,109740.62,1,0,21.5,Low Risk
23,92366.72,2,0,3.0,Low Risk
26,129109.02,1,1,64.5,Medium Risk
56,0.0,2,0,1.5,Low Risk
74,105102.5,1,0,5.0,Low Risk
30,111375.32,2,0,3.5000000000000004,Low Risk
39,0.0,2,0,6.0,Low Risk
33,150412.14,2,0,0.0,
30,156660.72,2,0,1.5,Low Risk
38,90957.81,1,0,2.5,Low Risk
37,104960.46,1,0,4.0,Low Risk
31,117052.82,1,1,63.5,Medium Risk
44,88915.85,1,0,16.5,Low Risk
45,148071.39,1,0,26.5,Low Risk
39,152182.83,1,0,7.000000000000001,Low Risk
39,0.0,2,0,0.0,
22,130056.23,1,1,73.0,High Risk
34,95039.73,2,0,0.5,Low Risk
52,0.0,2,0,1.5,Low Risk
35,0.0,2,0,0.5,Low Risk
43,112773.73,2,0,5.0,Low Risk
37,123806.28,1,1,60.5,Medium Risk
53,144453.75,1,1,83.0,High Risk
27,94667.29,2,0,2.5,Low Risk
21,0.0,2,0,0.0,
51,174397.21,2,0,8.0,Low Risk
58,108888.24,3,1,88.0,High Risk
55,118803.35,2,1,72.0,High Risk
54,171137.62,1,1,67.5,Medium Risk
42,0.0,1,0,17.0,Low Risk
33,136678.52,1,0,2.5,Low Risk
36,135515.76,1,0,1.5,Low Risk
24,177799.83,2,0,23.5,Low Risk
52,143542.36,3,1,97.5,High Risk
34,147487.23,2,0,4.0,Low Risk
40,97764.41,1,1,74.0,High Risk
33,0.0,1,1,80.5,High Risk
48,139480.18,1,0,21.5,Low Risk
25,0.0,2,0,1.0,Low Risk
39,140553.46,1,0,11.0,Low Risk
36,0.0,2,0,0.5,Low Risk
41,141162.08,1,0,17.0,Low Risk
26,65848.36,2,0,2.5,Low Risk
30,83319.28,1,0,9.5,Low Risk
41,0.0,2,0,0.0,
33,129731.64,2,0,0.5,Low Risk
35,0.0,2,0,0.5,Low Risk
38,0.0,2,0,2.5,Low Risk
35,0.0,3,1,87.0,High Risk
37,107106.33,2,0,11.5,Low Risk
33,0.0,2,0,0.5,Low Risk
30,0.0,2,0,0.5,Low Risk
69,105303.73,1,0,33.5,Low Risk
28,165798.1,1,0,1.0,Low Risk
40,0.0,2,0,2.5,Low Risk
45,126495.57,2,0,27.500000000000004,Low Risk
47,116393.59,1,1,79.0,High Risk
41,81733.74,2,0,5.0,Low Risk
54,0.0,1,1,45.5,Medium Risk
46,106171.68,1,1,82.5,High Risk
28,96020.86,1,0,0.5,Low Risk
41,0.0,2,0,2.0,Low Risk
36,181671.16,2,0,4.0,Low Risk
29,185709.28,2,0,6.5,Low Risk
60,134250.17,3,1,97.0,High Risk
49,0.0,1,1,96.5,High Risk
44,95671.75,2,0,11.5,Low Risk
62,0.0,2,1,80.5,High Risk
34,142151.75,2,0,2.0,Low Risk
43,127823.93,1,0,2.5,Low Risk
43,144164.29,1,0,13.0,Low Risk
58,63492.94,1,0,16.5,Low Risk
27,0.0,2,0,0.0,
74,0.0,2,0,1.5,Low Risk
41,106134.46,1,0,5.5,Low Risk
29,127269.75,1,0,7.5,Low Risk
32,124493.03,2,1,65.0,Medium Risk
39,0.0,2,0,0.0,
43,146547.78,1,1,82.5,High Risk
43,99610.92,2,0,5.0,Low Risk
46,117837.43,1,1,86.0,High Risk
48,168522.37,1,0,13.5,Low Risk
32,117337.54,2,0,1.0,Low Risk
74,108131.53,1,0,9.0,Low Risk
35,136496.12,2,0,2.5,Low Risk
32,116324.53,1,0,3.0,Low Risk
40,75470.23,1,0,6.0,Low Risk
28,172646.82,1,0,4.0,Low Risk
37,0.0,1,0,16.0,Low Risk
27,160358.68,2,0,1.0,Low Risk
30,98415.37,1,0,0.5,Low Risk
30,57809.32,1,0,5.5,Low Risk
18,128743.8,1,0,13.5,Low Risk
24,130806.42,2,0,13.0,Low Risk
41,123971.16,1,0,12.0,Low Risk
39,0.0,1,1,80.0,High Risk
45,0.0,2,0,8.5,Low Risk
23,0.0,2,0,0.5,Low Risk
59,0.0,1,1,96.0,High Risk
39,0.0,2,0,4.5,Low Risk
33,156297.58,2,0,3.5000000000000004,Low Risk
28,0.0,2,0,3.5000000000000004,Low Risk
51,123372.3,1,0,12.0,Low Risk
37,92171.35,3,1,88.0,High Risk
41,0.0,2,0,1.5,Low Risk
34,148375.19,2,0,5.5,Low Risk
44,0.0,2,0,0.5,Low Risk
34,147422.44,1,0,1.5,Low Risk
24,173962.32,1,1,68.0,Medium Risk
47,0.0,1,1,73.0,High Risk
64,145215.43,1,0,14.000000000000002,Low Risk
38,167539.97,1,0,8.0,Low Risk
39,94968.97,1,0,12.0,Low Risk
27,106116.5,2,0,4.5,Low Risk
34,0.0,2,0,0.5,Low Risk
45,0.0,2,0,4.0,Low Risk
31,0.0,2,0,0.5,Low Risk
34,120018.86,2,0,6.0,Low Risk
37,112541.54,2,0,1.5,Low Risk
35,166118.45,2,0,5.0,Low Risk
45,102882.4,2,1,76.0,High Risk
49,0.0,1,1,81.5,High Risk
37,106881.5,2,0,9.5,Low Risk
26,120727.97,1,0,2.5,Low Risk
63,169832.57,1,1,94.0,High Risk
41,0.0,2,0,1.0,Low Risk
38,113599.42,1,0,20.5,Low Risk
38,0.0,1,1,62.5,Medium Risk
32,0.0,2,0,0.5,Low Risk
47,0.0,2,0,2.0,Low Risk
50,0.0,2,0,18.5,Low Risk
38,146282.79,2,0,6.0,Low Risk
38,119413.62,2,0,26.0,Low Risk
29,122084.63,1,0,7.000000000000001,Low Risk
35,103060.63,1,1,67.5,Medium Risk
44,0.0,2,0,3.5000000000000004,Low Risk
33,0.0,2,0,0.5,Low Risk
37,110483.86,1,0,8.5,Low Risk
31,120718.28,1,0,1.5,Low Risk
31,36566.96,1,1,74.0,High Risk
28,108601.0,1,0,9.5,Low Risk
42,0.0,1,1,86.5,High Risk
36,0.0,2,0,0.0,
36,0.0,2,0,0.5,Low Risk
48,0.0,2,0,1.0,Low Risk
44,141136.62,1,1,51.5,Medium Risk
45,108231.37,1,0,20.5,Low Risk
40,0.0,1,1,69.0,Medium Risk
34,144855.34,1,0,6.0,Low Risk
63,68432.45,2,1,19.5,Low Risk
45,136855.24,1,0,35.5,Low Risk
55,44020.89,1,1,93.0,High Risk
32,133060.63,1,0,11.5,Low Risk
39,0.0,2,0,0.5,Low Risk
24,0.0,1,0,8.5,Low Risk
36,97665.61,1,1,76.0,High Risk
28,185013.02,1,0,4.0,Low Risk
32,0.0,2,0,9.0,Low Risk
52,65971.61,2,1,82.5,High Risk
41,150463.11,2,0,3.5000000000000004,Low Risk
33,0.0,2,0,0.0,
39,0.0,2,0,0.0,
37,136425.18,1,0,3.0,Low Risk
38,250898.09,3,1,79.0,High Risk
55,146798.81,1,0,9.0,Low Risk
70,0.0,2,0,15.5,Low Risk
40,128486.91,2,0,7.5,Low Risk
38,0.0,2,0,0.5,Low Risk
37,143407.29,2,0,3.0,Low Risk
43,0.0,1,1,30.0,Low Risk
57,76165.65,1,0,4.5,Low Risk
40,0.0,2,0,0.5,Low Risk
49,0.0,2,0,8.5,Low Risk
33,90560.3,2,0,5.5,Low Risk
61,62391.22,1,0,31.5,Low Risk
42,0.0,3,0,16.0,Low Risk
31,0.0,2,0,0.0,
55,123378.2,1,1,97.5,High Risk
42,99836.47,1,0,6.5,Low Risk
74,161434.36,2,0,3.5000000000000004,Low Risk
41,0.0,2,0,0.0,
48,138311.76,1,1,77.0,High Risk
25,0.0,2,0,0.0,
28,0.0,2,0,1.0,Low Risk
35,101744.84,1,0,10.5,Low Risk
33,0.0,1,0,34.0,Low Risk
54,125456.07,1,1,93.0,High Risk
44,0.0,2,0,0.0,
31,0.0,2,0,0.5,Low Risk
27,0.0,2,1,69.5,Medium Risk
29,0.0,2,0,0.0,
54,118449.21,1,1,82.0,High Risk
30,0.0,1,0,6.0,Low Risk
32,178095.55,1,0,42.0,Medium Risk
25,109175.14,2,0,13.5,Low Risk
32,127785.17,4,1,95.5,High Risk
45,0.0,2,0,14.499999999999998,Low Risk
40,0.0,2,0,2.0,Low Risk
34,134260.36,2,0,4.0,Low Risk
37,69143.91,2,0,0.5,Low Risk
34,100054.77,1,0,2.0,Low Risk
45,0.0,1,0,23.5,Low Risk
38,116248.88,1,0,4.0,Low Risk
43,86053.52,2,1,71.0,High Risk
32,123157.95,1,0,11.5,Low Risk
44,63438.91,1,0,14.000000000000002,Low Risk
57,95295.39,1,1,80.5,High Risk
18,133550.67,1,0,1.0,Low Risk
38,106871.81,2,0,9.5,Low Risk
45,105266.32,2,0,6.0,Low Risk
51,105229.53,1,1,88.5,High Risk
41,102768.42,1,0,5.0,Low Risk
18,0.0,2,1,4.5,Low Risk
35,112689.95,1,0,10.0,Low Risk
38,122334.26,2,0,2.5,Low Risk
34,0.0,2,0,0.0,
33,137847.41,2,0,2.5,Low Risk
49,122486.47,1,0,8.5,Low Risk
33,101286.11,1,0,1.0,Low Risk
26,0.0,2,0,0.5,Low Risk
57,101247.06,1,1,82.5,High Risk
38,86977.96,1,0,6.0,Low Risk
57,0.0,1,1,96.5,High Risk
55,110123.59,1,1,72.5,High Risk
36,178111.82,1,1,70.0,Medium Risk
65,126306.64,3,1,93.5,High Risk
35,100768.77,1,0,4.0,Low Risk
42,0.0,2,0,1.0,Low Risk
44,0.0,2,0,1.5,Low Risk
40,118991.79,1,0,2.5,Low Risk
72,140997.26,1,0,6.0,Low Risk
28,0.0,2,0,0.0,
32,166824.59,1,0,7.000000000000001,Low Risk
34,76322.69,1,0,1.5,Low Risk
35,0.0,2,0,0.0,
77,149083.7,1,0,6.0,Low Risk
33,0.0,2,0,0.5,Low Risk
40,0.0,1,0,1.5,Low Risk
33,126588.81,2,0,2.5,Low Risk
56,143249.67,1,1,78.5,High Risk
43,81844.91,2,0,3.5000000000000004,Low Risk
40,0.0,1,0,19.0,Low Risk
58,190298.89,2,0,11.5,Low Risk
35,117212.18,1,0,3.5000000000000004,Low Risk
46,0.0,2,0,2.0,Low Risk
26,139848.17,1,0,5.5,Low Risk
34,101861.36,2,0,7.000000000000001,Low Risk
35,167455.66,2,0,5.5,Low Risk
24,0.0,2,0,1.5,Low Risk
43,116360.07,1,0,9.5,Low Risk
40,88466.82,1,0,17.0,Low Risk
42,0.0,2,0,2.5,Low Risk
46,123642.36,1,1,63.0,Medium Risk
38,0.0,1,0,3.0,Low Risk
38,72286.84,2,0,3.5000000000000004,Low Risk
40,0.0,2,0,0.5,Low Risk
40,109681.61,1,0,2.5,Low Risk
37,145018.64,2,1,66.5,Medium Risk
34,0.0,1,0,0.0,
32,187487.63,1,0,8.0,Low Risk
35,165692.91,1,0,11.0,Low Risk
59,137648.41,1,1,92.0,High Risk
47,118560.0,1,1,73.0,High Risk
33,164385.53,1,0,21.5,Low Risk
37,108286.5,1,0,1.5,Low Risk
34,0.0,2,0,0.5,Low Risk
58,0.0,2,1,83.5,High Risk
47,118079.47,4,1,96.5,High Risk
35,127283.78,1,0,0.5,Low Risk
48,0.0,2,0,8.5,Low Risk
29,141389.06,1,0,4.5,Low Risk
37,130091.5,1,0,0.5,Low Risk
35,143744.77,2,0,0.5,Low Risk
28,97408.03,1,0,6.0,Low Risk
30,111927.45,1,0,4.0,Low Risk
31,0.0,2,0,0.0,
38,0.0,1,0,8.5,Low Risk
34,0.0,1,0,8.5,Low Risk
33,188285.68,1,0,10.0,Low Risk
46,109705.52,1,1,51.5,Medium Risk
33,0.0,2,0,0.0,
34,127122.79,3,0,26.0,Low Risk
40,98241.04,1,0,6.5,Low Risk
37,170840.08,2,0,4.0,Low Risk
41,87541.06,2,1,75.0,High Risk
26,62610.96,2,0,1.0,Low Risk
36,0.0,2,0,0.0,
47,113328.93,1,0,48.0,Medium Risk
35,104832.49,1,0,3.0,Low Risk
31,102289.85,1,0,1.5,Low Risk
34,125227.82,2,0,4.0,Low Risk
49,140510.89,1,0,79.5,High Risk
35,132253.22,1,1,74.0,High Risk
43,39043.29,2,0,3.0,Low Risk
34,0.0,2,0,0.0,
55,99685.06,1,0,31.5,Low Risk
38,125385.49,2,0,15.5,Low Risk
46,131365.37,2,0,8.5,Low Risk
58,98308.51,1,0,7.000000000000001,Low Risk
37,0.0,2,0,3.0,Low Risk
44,140856.16,2,0,6.0,Low Risk
30,0.0,2,0,0.0,
35,172274.01,1,0,7.5,Low Risk
36,0.0,2,0,0.0,
38,122447.76,1,0,6.0,Low Risk
38,0.0,2,1,72.5,High Risk
56,157559.59,2,1,90.0,High Risk
41,126550.7,1,1,83.0,High Risk
30,158584.82,3,1,94.0,High Risk
28,163569.61,2,0,0.0,
31,0.0,1,1,73.0,High Risk
33,127211.45,1,0,15.0,Low Risk
42,118199.97,2,1,74.0,High Risk
30,101014.08,2,0,0.0,
38,119208.85,1,1,68.0,Medium Risk
66,0.0,2,0,6.5,Low Risk
58,53772.73,1,1,73.5,High Risk
39,0.0,2,0,0.0,
41,138878.81,1,0,11.5,Low Risk
37,130922.81,2,0,8.5,Low Risk
35,0.0,2,0,0.0,
20,0.0,2,0,1.0,Low Risk
25,130866.19,1,0,2.0,Low Risk
33,187257.94,1,0,7.5,Low Risk
41,0.0,1,0,5.0,Low Risk
36,147733.64,1,0,3.5000000000000004,Low Risk
43,0.0,2,0,5.0,Low Risk
33,163139.27,1,0,2.0,Low Risk
35,0.0,2,0,0.0,
36,119540.15,1,0,4.0,Low Risk
41,129553.76,2,0,5.5,Low Risk
55,0.0,2,0,2.5,Low Risk
61,66101.89,1,0,14.000000000000002,Low Risk
43,140431.98,1,1,80.0,High Risk
49,0.0,2,0,8.0,Low Risk
29,0.0,1,0,3.5000000000000004,Low Risk
35,0.0,2,0,0.0,
37,116471.43,2,1,74.0,High Risk
39,0.0,2,0,13.0,Low Risk
56,123785.24,1,1,91.0,High Risk
33,0.0,2,0,3.0,Low Risk
38,88758.95,2,1,71.0,High Risk
25,153611.83,2,0,4.0,Low Risk
57,112044.72,1,1,85.5,High Risk
27,123826.07,1,0,0.5,Low Risk
65,106804.26,3,1,96.5,High Risk
48,0.0,2,0,1.5,Low Risk
59,68892.77,2,1,66.0,Medium Risk
43,0.0,2,0,3.5000000000000004,Low Risk
33,125827.43,1,0,3.0,Low Risk
34,0.0,2,0,0.0,
36,0.0,2,0,0.0,
40,148495.64,1,0,24.5,Low Risk
37,133043.66,1,0,3.0,Low Risk
45,74989.58,1,0,6.5,Low Risk
39,60263.23,1,0,6.5,Low Risk
50,129370.91,4,1,98.0,High Risk
44,157955.83,2,0,25.5,Low Risk
26,0.0,1,0,5.5,Low Risk
30,70729.17,1,0,4.0,Low Risk
48,0.0,2,1,65.5,Medium Risk
50,0.0,2,0,3.5000000000000004,Low Risk
27,90721.52,2,0,13.0,Low Risk
27,0.0,2,0,0.0,
45,57784.22,1,1,79.5,High Risk
33,131765.72,1,0,1.0,Low Risk
40,0.0,1,1,69.5,Medium Risk
47,110022.74,1,1,76.5,High Risk
40,131569.63,1,0,7.000000000000001,Low Risk
61,164523.5,2,0,3.5000000000000004,Low Risk
25,114330.95,1,0,4.0,Low Risk
45,135923.16,1,0,37.0,Low Risk
61,0.0,2,0,0.0,
49,0.0,2,0,5.5,Low Risk
45,124693.48,1,0,26.5,Low Risk
35,147936.42,1,0,1.5,Low Risk
29,0.0,1,0,3.0,Low Risk
34,126558.92,1,0,1.5,Low Risk
57,106938.11,2,0,31.0,Low Risk
33,140002.35,1,0,20.0,Low Risk
46,123444.72,1,1,85.5,High Risk
32,147107.91,1,0,1.5,Low Risk
19,128514.84,1,0,4.0,Low Risk
55,0.0,1,1,80.0,High Risk
40,106756.01,2,0,18.5,Low Risk
28,0.0,2,0,3.5000000000000004,Low Risk
37,0.0,2,0,2.5,Low Risk
50,155393.32,1,1,73.0,High Risk
36,110414.48,1,0,2.5,Low Risk
33,0.0,2,0,0.5,Low Risk
37,157098.52,1,0,6.5,Low Risk
38,85626.6,1,0,2.0,Low Risk
45,93796.42,2,0,23.0,Low Risk
41,0.0,2,0,3.5000000000000004,Low Risk
51,125268.03,2,0,23.0,Low Risk
29,148143.84,1,0,3.0,Low Risk
29,115545.33,2,0,7.000000000000001,Low Risk
35,0.0,2,0,0.0,
30,44928.88,1,0,4.0,Low Risk
29,0.0,2,0,1.0,Low Risk
35,162442.35,1,0,4.5,Low Risk
39,0.0,2,0,2.5,Low Risk
28,96213.82,2,0,7.5,Low Risk
29,156569.43,1,0,9.0,Low Risk
